成交日期,销售工号,产品,成交客户数, 成交金额 ,产品类型,期数,区域,省份,小组,业务组,职务类别,客单价,成交年份,成交月份,,,,
2020/5/11,1000004256,借呗18期,3," 29,001.74 ",借呗,18期,华东,合肥,一组,合肥一组,普通员工," 9,667.25 ",2020,5,,,,
2020/5/11,1000004170,借呗6期,2," 28,001.47 ",借呗,6期,华东,上海,二组,上海二组,管理人员," 14,000.74 ",2020,5,,,,
2020/5/11,1000003926,借呗6期,3," 28,000.79 ",借呗,6期,华南,广州,一组,广州一组,管理人员," 9,333.60 ",2020,5,,,,
2020/5/11,1000000030,借呗6期,2," 27,000.70 ",借呗,6期,华南,广州,三组,广州三组,普通员工," 13,500.35 ",2020,5,,,,
2020/5/11,1000000928,借呗12期,1," 22,000.01 ",借呗,12期,华西北,西安,一组,西安一组,普通员工," 22,000.01 ",2020,5,,,,
2020/5/11,1000000056,借呗12期,2," 18,999.94 ",借呗,12期,华东,上海,一组,上海一组,管理人员," 9,499.97 ",2020,5,,,,
2020/5/11,1000000035,借呗12期,1," 18,000.76 ",借呗,12期,华东,苏州,三组,苏州三组,普通员工," 18,000.76 ",2020,5,,,,
2020/5/11,1000000037,借呗12期,3," 16,001.16 ",借呗,12期,华东,杭州,二组,杭州二组,普通员工," 5,333.72 ",2020,5,,,,
2020/5/11,1000000036,借呗18期,1," 16,000.47 ",借呗,18期,华南,广州,三组,广州三组,管理人员," 16,000.47 ",2020,5,,,,
2020/5/11,1000000054,借呗6期,1," 16,000.26 ",借呗,6期,华东,上海,一组,上海一组,普通员工," 16,000.26 ",2020,5,,,,
2020/5/11,1000000028,借呗6期,1," 15,000.50 ",借呗,6期,华东,杭州,二组,杭州二组,普通员工," 15,000.50 ",2020,5,,,,
2020/5/11,1000003926,借呗12期,1," 15,000.45 ",借呗,12期,华南,广州,一组,广州一组,管理人员," 15,000.45 ",2020,5,,,,
2020/5/11,1000000067,借呗12期,1," 15,000.40 ",借呗,12期,华东,苏州,二组,苏州二组,普通员工," 15,000.40 ",2020,5,,,,
2020/5/11,1000000028,借呗12期,1," 13,000.34 ",借呗,12期,华东,杭州,二组,杭州二组,普通员工," 13,000.34 ",2020,5,,,,
2020/5/11,1000000028,借呗18期,1," 13,000.32 ",借呗,18期,华东,杭州,二组,杭州二组,普通员工," 13,000.32 ",2020,5,,,,
2020/5/11,1000000237,借呗18期,1," 11,000.42 ",借呗,18期,华东,合肥,一组,合肥一组,普通员工," 11,000.42 ",2020,5,,,,
2020/5/11,1000004170,借呗12期,1," 10,000.55 ",借呗,12期,华东,上海,二组,上海二组,管理人员," 10,000.55 ",2020,5,,,,
2020/5/11,1000000566,借呗12期,1," 10,000.35 ",借呗,12期,华南,广州,三组,广州三组,普通员工," 10,000.35 ",2020,5,,,,
2020/5/11,1000000050,借呗12期,1," 9,000.01 ",借呗,12期,华东,合肥,一组,合肥一组,普通员工," 9,000.01 ",2020,5,,,,
2020/5/11,1000000036,借呗12期,1," 7,500.23 ",借呗,12期,华南,广州,三组,广州三组,管理人员," 7,500.23 ",2020,5,,,,
2020/5/11,1000000031,借呗12期,2," 6,501.54 ",借呗,12期,华东,杭州,一组,杭州一组,管理人员," 3,250.77 ",2020,5,,,,
2020/5/11,1000000039,借呗12期,1," 6,500.68 ",借呗,12期,华东,苏州,二组,苏州二组,管理人员," 6,500.68 ",2020,5,,,,
2020/5/11,1000000034,借呗18期,1," 6,500.64 ",借呗,18期,华东,苏州,一组,苏州一组,普通员工," 6,500.64 ",2020,5,,,,
2020/5/11,1000000033,借呗6期,1," 6,500.11 ",借呗,6期,华东,苏州,一组,苏州一组,普通员工," 6,500.11 ",2020,5,,,,
2020/5/11,1000000104,借呗18期,1," 6,400.42 ",借呗,18期,华东,合肥,一组,合肥一组,普通员工," 6,400.42 ",2020,5,,,,
2020/5/11,1000000237,借呗12期,1," 6,000.37 ",借呗,12期,华东,合肥,一组,合肥一组,普通员工," 6,000.37 ",2020,5,,,,
2020/5/11,1000000031,借呗18期,1," 5,000.32 ",借呗,18期,华东,杭州,一组,杭州一组,管理人员," 5,000.32 ",2020,5,,,,
2020/5/11,1000000039,花呗6期,1," 4,688.67 ",花呗,6期,华东,苏州,二组,苏州二组,管理人员," 4,688.67 ",2020,5,,,,
2020/5/11,1000000104,借呗6期,1," 4,000.00 ",借呗,6期,华东,合肥,一组,合肥一组,普通员工," 4,000.00 ",2020,5,,,,
2020/5/11,1000000029,借呗6期,1," 3,163.37 ",借呗,6期,华东,杭州,二组,杭州二组,普通员工," 3,163.37 ",2020,5,,,,
2020/5/11,1000000040,借呗6期,1," 2,855.59 ",借呗,6期,华西北,北京,四组,北京四组,管理人员," 2,855.59 ",2020,5,,,,
2020/5/11,1000000037,借呗6期,1," 1,500.40 ",借呗,6期,华东,杭州,二组,杭州二组,普通员工," 1,500.40 ",2020,5,,,,
2020/5/11,1000000067,借呗6期,1," 1,484.49 ",借呗,6期,华东,苏州,二组,苏州二组,普通员工," 1,484.49 ",2020,5,,,,
2020/5/11,1000000056,借呗6期,1," 1,000.66 ",借呗,6期,华东,上海,一组,上海一组,管理人员," 1,000.66 ",2020,5,,,,
2020/5/11,1000000576,借呗6期,1, 890.72 ,借呗,6期,华东,苏州,三组,苏州三组,普通员工, 890.72 ,2020,5,,,,
2020/5/11,1000000032,借呗6期,1, 733.69 ,借呗,6期,华东,苏州,一组,苏州一组,管理人员, 733.69 ,2020,5,,,,
2020/5/11,1000000033,借呗18期,1, 599.95 ,借呗,18期,华东,苏州,一组,苏州一组,普通员工, 599.95 ,2020,5,,,,
2020/5/12,1000003926,借呗12期,3," 47,000.71 ",借呗,12期,华南,广州,一组,广州一组,管理人员," 15,666.90 ",2020,5,,,,
2020/5/12,1000000036,借呗6期,3," 28,001.38 ",借呗,6期,华南,广州,三组,广州三组,管理人员," 9,333.79 ",2020,5,,,,
2020/5/12,1000000041,借呗12期,2," 27,000.79 ",借呗,12期,华西北,北京,四组,北京四组,普通员工," 13,500.40 ",2020,5,,,,
2020/5/12,1000000033,借呗12期,1," 24,999.94 ",借呗,12期,华东,苏州,一组,苏州一组,普通员工," 24,999.94 ",2020,5,,,,
2020/5/12,1000000566,借呗18期,2," 17,000.53 ",借呗,18期,华南,广州,三组,广州三组,普通员工," 8,500.27 ",2020,5,,,,
2020/5/12,1000000576,借呗12期,1," 15,000.56 ",借呗,12期,华东,苏州,三组,苏州三组,普通员工," 15,000.56 ",2020,5,,,,
2020/5/12,1000000037,借呗18期,1," 15,000.29 ",借呗,18期,华东,杭州,二组,杭州二组,普通员工," 15,000.29 ",2020,5,,,,
2020/5/12,1000000030,借呗12期,1," 14,300.60 ",借呗,12期,华南,广州,三组,广州三组,普通员工," 14,300.60 ",2020,5,,,,
2020/5/12,1000004170,借呗12期,1," 14,000.53 ",借呗,12期,华东,上海,二组,上海二组,管理人员," 14,000.53 ",2020,5,,,,
2020/5/12,1000003926,借呗6期,1," 13,000.18 ",借呗,6期,华南,广州,一组,广州一组,管理人员," 13,000.18 ",2020,5,,,,
2020/5/12,1000000036,借呗12期,1," 9,970.38 ",借呗,12期,华南,广州,三组,广州三组,管理人员," 9,970.38 ",2020,5,,,,
2020/5/12,1000000052,借呗6期,1," 8,124.10 ",借呗,6期,华东,上海,二组,上海二组,普通员工," 8,124.10 ",2020,5,,,,
2020/5/12,1000000044,借呗6期,1," 8,000.57 ",借呗,6期,华西北,北京,三组,北京三组,管理人员," 8,000.57 ",2020,5,,,,
2020/5/12,1000005873,借呗6期,1," 7,000.37 ",借呗,6期,华东,杭州,二组,杭州二组,管理人员," 7,000.37 ",2020,5,,,,
2020/5/12,1000000037,借呗6期,1," 6,000.18 ",借呗,6期,华东,杭州,二组,杭州二组,普通员工," 6,000.18 ",2020,5,,,,
2020/5/12,1000000237,借呗18期,1," 6,000.13 ",借呗,18期,华东,合肥,一组,合肥一组,普通员工," 6,000.13 ",2020,5,,,,
2020/5/12,1000000033,借呗6期,1," 4,000.03 ",借呗,6期,华东,苏州,一组,苏州一组,普通员工," 4,000.03 ",2020,5,,,,
2020/5/12,1000000237,借呗12期,1, 700.57 ,借呗,12期,华东,合肥,一组,合肥一组,普通员工, 700.57 ,2020,5,,,,
2020/5/12,1000001513,借呗6期,1, 500.59 ,借呗,6期,华东,上海,二组,上海二组,普通员工, 500.59 ,2020,5,,,,
2020/5/12,1000000047,借呗6期,1, 500.03 ,借呗,6期,华南,广州,一组,广州一组,普通员工, 500.03 ,2020,5,,,,
2020/5/13,1000000237,借呗18期,5," 68,002.02 ",借呗,18期,华东,合肥,一组,合肥一组,普通员工," 13,600.40 ",2020,5,,,,
2020/5/13,1000004256,借呗12期,3," 36,000.43 ",借呗,12期,华东,合肥,一组,合肥一组,普通员工," 12,000.14 ",2020,5,,,,
2020/5/13,1000000036,借呗6期,2," 28,001.20 ",借呗,6期,华南,广州,三组,广州三组,管理人员," 14,000.60 ",2020,5,,,,
2020/5/13,1000000040,借呗12期,1," 22,000.28 ",借呗,12期,华西北,北京,四组,北京四组,管理人员," 22,000.28 ",2020,5,,,,
2020/5/13,1000000031,借呗6期,2," 19,884.51 ",借呗,6期,华东,杭州,一组,杭州一组,管理人员," 9,942.26 ",2020,5,,,,
2020/5/13,1000000050,借呗12期,2," 17,001.11 ",借呗,12期,华东,合肥,一组,合肥一组,普通员工," 8,500.56 ",2020,5,,,,
2020/5/13,1000000034,借呗12期,1," 17,000.64 ",借呗,12期,华东,苏州,一组,苏州一组,普通员工," 17,000.64 ",2020,5,,,,
2020/5/13,1000003803,借呗6期,1," 17,000.03 ",借呗,6期,华西北,北京,三组,北京三组,普通员工," 17,000.03 ",2020,5,,,,
2020/5/13,1000000104,借呗12期,1," 15,000.41 ",借呗,12期,华东,合肥,一组,合肥一组,普通员工," 15,000.41 ",2020,5,,,,
2020/5/13,1000000045,借呗12期,2," 15,000.16 ",借呗,12期,华南,深圳,一组,深圳一组,普通员工," 7,500.08 ",2020,5,,,,
2020/5/13,1000005873,借呗12期,1," 13,000.00 ",借呗,12期,华东,杭州,二组,杭州二组,管理人员," 13,000.00 ",2020,5,,,,
2020/5/13,1000000056,借呗6期,3," 11,286.08 ",借呗,6期,华东,上海,一组,上海一组,管理人员," 3,762.03 ",2020,5,,,,
2020/5/13,1000000068,借呗12期,1," 10,000.15 ",借呗,12期,华西北,重庆,一组,重庆一组,管理人员," 10,000.15 ",2020,5,,,,
2020/5/13,1000003926,借呗6期,1," 9,000.14 ",借呗,6期,华南,广州,一组,广州一组,管理人员," 9,000.14 ",2020,5,,,,
2020/5/13,1000000928,借呗6期,1," 8,000.49 ",借呗,6期,华西北,西安,一组,西安一组,普通员工," 8,000.49 ",2020,5,,,,
2020/5/13,1000000028,借呗12期,1," 7,999.94 ",借呗,12期,华东,杭州,二组,杭州二组,普通员工," 7,999.94 ",2020,5,,,,
2020/5/13,1000000041,借呗12期,1," 7,000.63 ",借呗,12期,华西北,北京,四组,北京四组,普通员工," 7,000.63 ",2020,5,,,,
2020/5/13,1000000039,借呗6期,1," 7,000.42 ",借呗,6期,华东,苏州,二组,苏州二组,管理人员," 7,000.42 ",2020,5,,,,
2020/5/13,1000000032,借呗12期,1," 6,500.72 ",借呗,12期,华东,苏州,一组,苏州一组,管理人员," 6,500.72 ",2020,5,,,,
2020/5/13,1000000050,借呗18期,1," 6,000.62 ",借呗,18期,华东,合肥,一组,合肥一组,普通员工," 6,000.62 ",2020,5,,,,
2020/5/13,1000000054,借呗6期,1," 5,000.70 ",借呗,6期,华东,上海,一组,上海一组,普通员工," 5,000.70 ",2020,5,,,,
2020/5/13,1000000030,借呗12期,1," 5,000.45 ",借呗,12期,华南,广州,三组,广州三组,普通员工," 5,000.45 ",2020,5,,,,
2020/5/13,1000000045,借呗6期,1," 5,000.34 ",借呗,6期,华南,深圳,一组,深圳一组,普通员工," 5,000.34 ",2020,5,,,,
2020/5/13,1000000056,借呗18期,1," 4,000.68 ",借呗,18期,华东,上海,一组,上海一组,管理人员," 4,000.68 ",2020,5,,,,
2020/5/13,1000000039,借呗18期,1," 4,000.04 ",借呗,18期,华东,苏州,二组,苏州二组,管理人员," 4,000.04 ",2020,5,,,,
2020/5/13,1000000052,借呗6期,1," 3,000.51 ",借呗,6期,华东,上海,二组,上海二组,普通员工," 3,000.51 ",2020,5,,,,
2020/5/13,1000000031,借呗12期,2," 2,900.69 ",借呗,12期,华东,杭州,一组,杭州一组,管理人员," 1,450.35 ",2020,5,,,,
2020/5/13,1000000044,借呗12期,1," 2,887.00 ",借呗,12期,华西北,北京,三组,北京三组,管理人员," 2,887.00 ",2020,5,,,,
2020/5/13,1000000033,借呗6期,1," 2,000.74 ",借呗,6期,华东,苏州,一组,苏州一组,普通员工," 2,000.74 ",2020,5,,,,
2020/5/13,1000000031,借呗18期,1," 2,000.22 ",借呗,18期,华东,杭州,一组,杭州一组,管理人员," 2,000.22 ",2020,5,,,,
2020/5/13,1000000037,借呗18期,1," 2,000.12 ",借呗,18期,华东,杭州,二组,杭州二组,普通员工," 2,000.12 ",2020,5,,,,
2020/5/13,1000000044,借呗6期,1," 1,778.37 ",借呗,6期,华西北,北京,三组,北京三组,管理人员," 1,778.37 ",2020,5,,,,
2020/5/13,1000000057,借呗6期,1, 742.41 ,借呗,6期,华东,上海,二组,上海二组,普通员工, 742.41 ,2020,5,,,,
2020/5/13,1000000028,借呗6期,1, 580.31 ,借呗,6期,华东,杭州,二组,杭州二组,普通员工, 580.31 ,2020,5,,,,
2020/5/14,1000003926,借呗6期,2," 37,000.44 ",借呗,6期,华南,广州,一组,广州一组,管理人员," 18,500.22 ",2020,5,,,,
2020/5/14,1000000036,借呗12期,2," 33,000.48 ",借呗,12期,华南,广州,三组,广州三组,管理人员," 16,500.24 ",2020,5,,,,
2020/5/14,1000000044,借呗12期,1," 25,000.74 ",借呗,12期,华西北,北京,三组,北京三组,管理人员," 25,000.74 ",2020,5,,,,
2020/5/14,1000003989,借呗18期,1," 24,999.94 ",借呗,18期,华西北,北京,三组,北京三组,普通员工," 24,999.94 ",2020,5,,,,
2020/5/14,1000000041,借呗18期,2," 22,000.00 ",借呗,18期,华西北,北京,四组,北京四组,普通员工," 11,000.00 ",2020,5,,,,
2020/5/14,1000003803,借呗6期,2," 20,000.94 ",借呗,6期,华西北,北京,三组,北京三组,普通员工," 10,000.47 ",2020,5,,,,
2020/5/14,1000000057,借呗12期,1," 19,999.98 ",借呗,12期,华东,上海,二组,上海二组,普通员工," 19,999.98 ",2020,5,,,,
2020/5/14,1000000928,借呗12期,2," 19,001.19 ",借呗,12期,华西北,西安,一组,西安一组,普通员工," 9,500.60 ",2020,5,,,,
2020/5/14,1000005873,借呗6期,1," 17,999.98 ",借呗,6期,华东,杭州,二组,杭州二组,管理人员," 17,999.98 ",2020,5,,,,
2020/5/14,1000000029,借呗12期,1," 17,000.66 ",借呗,12期,华东,杭州,二组,杭州二组,普通员工," 17,000.66 ",2020,5,,,,
2020/5/14,1000000040,借呗12期,1," 17,000.23 ",借呗,12期,华西北,北京,四组,北京四组,管理人员," 17,000.23 ",2020,5,,,,
2020/5/14,1000000576,借呗18期,1," 17,000.05 ",借呗,18期,华东,苏州,三组,苏州三组,普通员工," 17,000.05 ",2020,5,,,,
2020/5/14,1000000050,借呗18期,1," 16,000.67 ",借呗,18期,华东,合肥,一组,合肥一组,普通员工," 16,000.67 ",2020,5,,,,
2020/5/14,1000000034,借呗12期,1," 13,999.98 ",借呗,12期,华东,苏州,一组,苏州一组,普通员工," 13,999.98 ",2020,5,,,,
2020/5/14,1000000045,借呗12期,2," 12,500.62 ",借呗,12期,华南,深圳,一组,深圳一组,普通员工," 6,250.31 ",2020,5,,,,
2020/5/14,1000000040,借呗6期,1," 11,000.72 ",借呗,6期,华西北,北京,四组,北京四组,管理人员," 11,000.72 ",2020,5,,,,
2020/5/14,1000000028,借呗18期,1," 11,000.58 ",借呗,18期,华东,杭州,二组,杭州二组,普通员工," 11,000.58 ",2020,5,,,,
2020/5/14,1000000566,借呗12期,2," 10,500.78 ",借呗,12期,华南,广州,三组,广州三组,普通员工," 5,250.39 ",2020,5,,,,
2020/5/14,1000000068,借呗12期,1," 10,000.71 ",借呗,12期,华西北,重庆,一组,重庆一组,管理人员," 10,000.71 ",2020,5,,,,
2020/5/14,1000000030,借呗18期,1," 10,000.27 ",借呗,18期,华南,广州,三组,广州三组,普通员工," 10,000.27 ",2020,5,,,,
2020/5/14,1000000056,借呗6期,1," 10,000.09 ",借呗,6期,华东,上海,一组,上海一组,管理人员," 10,000.09 ",2020,5,,,,
2020/5/14,1000000566,借呗6期,1," 7,499.94 ",借呗,6期,华南,广州,三组,广州三组,普通员工," 7,499.94 ",2020,5,,,,
2020/5/14,1000004256,借呗18期,1," 7,000.65 ",借呗,18期,华东,合肥,一组,合肥一组,普通员工," 7,000.65 ",2020,5,,,,
2020/5/14,1000000037,借呗6期,1," 6,000.66 ",借呗,6期,华东,杭州,二组,杭州二组,普通员工," 6,000.66 ",2020,5,,,,
2020/5/14,1000000576,借呗12期,1," 6,000.16 ",借呗,12期,华东,苏州,三组,苏州三组,普通员工," 6,000.16 ",2020,5,,,,
2020/5/14,1000000032,借呗6期,1," 6,000.13 ",借呗,6期,华东,苏州,一组,苏州一组,管理人员," 6,000.13 ",2020,5,,,,
2020/5/14,1000000035,借呗12期,1," 5,000.63 ",借呗,12期,华东,苏州,三组,苏州三组,普通员工," 5,000.63 ",2020,5,,,,
2020/5/14,1000000036,借呗6期,1," 5,000.54 ",借呗,6期,华南,广州,三组,广州三组,管理人员," 5,000.54 ",2020,5,,,,
2020/5/14,1000004256,借呗6期,1," 5,000.44 ",借呗,6期,华东,合肥,一组,合肥一组,普通员工," 5,000.44 ",2020,5,,,,
2020/5/14,1000000050,借呗6期,2," 4,457.64 ",借呗,6期,华东,合肥,一组,合肥一组,普通员工," 2,228.82 ",2020,5,,,,
2020/5/14,1000000068,借呗6期,1," 3,317.76 ",借呗,6期,华西北,重庆,一组,重庆一组,管理人员," 3,317.76 ",2020,5,,,,
2020/5/14,1000000045,借呗6期,1," 3,200.55 ",借呗,6期,华南,深圳,一组,深圳一组,普通员工," 3,200.55 ",2020,5,,,,
2020/5/14,1000000576,借呗6期,1," 1,880.02 ",借呗,6期,华东,苏州,三组,苏州三组,普通员工," 1,880.02 ",2020,5,,,,
2020/5/14,1000000044,借呗6期,1," 1,131.00 ",借呗,6期,华西北,北京,三组,北京三组,管理人员," 1,131.00 ",2020,5,,,,
2020/5/14,1000000030,借呗6期,1, 600.29 ,借呗,6期,华南,广州,三组,广州三组,普通员工, 600.29 ,2020,5,,,,
2020/5/14,1000000032,花呗6期,1, 15.31 ,花呗,6期,华东,苏州,一组,苏州一组,管理人员, 15.31 ,2020,5,,,,
2020/5/15,1000000034,借呗12期,4," 66,000.93 ",借呗,12期,华东,苏州,一组,苏州一组,普通员工," 16,500.23 ",2020,5,,,,
2020/5/15,1000000067,借呗12期,3," 62,000.91 ",借呗,12期,华东,苏州,二组,苏州二组,普通员工," 20,666.97 ",2020,5,,,,
2020/5/15,1000000028,借呗12期,4," 49,001.87 ",借呗,12期,华东,杭州,二组,杭州二组,普通员工," 12,250.47 ",2020,5,,,,
2020/5/15,1000003926,借呗6期,3," 29,501.33 ",借呗,6期,华南,广州,一组,广州一组,管理人员," 9,833.78 ",2020,5,,,,
2020/5/15,1000000928,借呗12期,2," 28,000.81 ",借呗,12期,华西北,西安,一组,西安一组,普通员工," 14,000.41 ",2020,5,,,,
2020/5/15,1000000035,借呗18期,3," 27,000.97 ",借呗,18期,华东,苏州,三组,苏州三组,普通员工," 9,000.32 ",2020,5,,,,
2020/5/15,1000004256,借呗18期,1," 25,000.73 ",借呗,18期,华东,合肥,一组,合肥一组,普通员工," 25,000.73 ",2020,5,,,,
2020/5/15,1000000031,借呗6期,1," 25,000.01 ",借呗,6期,华东,杭州,一组,杭州一组,管理人员," 25,000.01 ",2020,5,,,,
2020/5/15,1000000237,借呗18期,2," 24,001.35 ",借呗,18期,华东,合肥,一组,合肥一组,普通员工," 12,000.68 ",2020,5,,,,
2020/5/15,1000000576,借呗18期,1," 22,000.49 ",借呗,18期,华东,苏州,三组,苏州三组,普通员工," 22,000.49 ",2020,5,,,,
2020/5/15,1000000036,借呗18期,1," 22,000.01 ",借呗,18期,华南,广州,三组,广州三组,管理人员," 22,000.01 ",2020,5,,,,
2020/5/15,1000006064,借呗12期,2," 21,500.83 ",借呗,12期,华东,合肥,一组,合肥一组,普通员工," 10,750.42 ",2020,5,,,,
2020/5/15,1000000056,借呗18期,1," 20,000.75 ",借呗,18期,华东,上海,一组,上海一组,管理人员," 20,000.75 ",2020,5,,,,
2020/5/15,1000004170,借呗6期,1," 20,000.64 ",借呗,6期,华东,上海,二组,上海二组,管理人员," 20,000.64 ",2020,5,,,,
2020/5/15,1000000034,借呗6期,1," 20,000.33 ",借呗,6期,华东,苏州,一组,苏州一组,普通员工," 20,000.33 ",2020,5,,,,
2020/5/15,1000000566,借呗6期,2," 18,000.34 ",借呗,6期,华南,广州,三组,广州三组,普通员工," 9,000.17 ",2020,5,,,,
2020/5/15,1000000039,借呗6期,1," 17,000.01 ",借呗,6期,华东,苏州,二组,苏州二组,管理人员," 17,000.01 ",2020,5,,,,
2020/5/15,1000000031,借呗18期,1," 15,000.20 ",借呗,18期,华东,杭州,一组,杭州一组,管理人员," 15,000.20 ",2020,5,,,,
2020/5/15,1000000576,借呗12期,1," 14,000.61 ",借呗,12期,华东,苏州,三组,苏州三组,普通员工," 14,000.61 ",2020,5,,,,
2020/5/15,1000000030,借呗6期,1," 14,000.52 ",借呗,6期,华南,广州,三组,广州三组,普通员工," 14,000.52 ",2020,5,,,,
2020/5/15,1000004170,借呗12期,1," 14,000.40 ",借呗,12期,华东,上海,二组,上海二组,管理人员," 14,000.40 ",2020,5,,,,
2020/5/15,1000000043,借呗12期,1," 14,000.35 ",借呗,12期,华西北,成都,一组,成都一组,普通员工," 14,000.35 ",2020,5,,,,
2020/5/15,1000001513,借呗6期,1," 14,000.22 ",借呗,6期,华东,上海,二组,上海二组,普通员工," 14,000.22 ",2020,5,,,,
2020/5/15,1000000068,借呗12期,1," 13,000.33 ",借呗,12期,华西北,重庆,一组,重庆一组,管理人员," 13,000.33 ",2020,5,,,,
2020/5/15,1000003803,借呗12期,1," 11,000.23 ",借呗,12期,华西北,北京,三组,北京三组,普通员工," 11,000.23 ",2020,5,,,,
2020/5/15,1000000046,借呗12期,1," 11,000.07 ",借呗,12期,华西北,成都,一组,成都一组,普通员工," 11,000.07 ",2020,5,,,,
2020/5/15,1000000032,借呗18期,1," 10,985.24 ",借呗,18期,华东,苏州,一组,苏州一组,管理人员," 10,985.24 ",2020,5,,,,
2020/5/15,1000000035,借呗12期,1," 10,000.72 ",借呗,12期,华东,苏州,三组,苏州三组,普通员工," 10,000.72 ",2020,5,,,,
2020/5/15,1000000056,借呗6期,1," 10,000.23 ",借呗,6期,华东,上海,一组,上海一组,管理人员," 10,000.23 ",2020,5,,,,
2020/5/15,1000000040,借呗6期,1," 9,000.44 ",借呗,6期,华西北,北京,四组,北京四组,管理人员," 9,000.44 ",2020,5,,,,
2020/5/15,1000000237,借呗12期,1," 8,999.94 ",借呗,12期,华东,合肥,一组,合肥一组,普通员工," 8,999.94 ",2020,5,,,,
2020/5/15,1000000033,借呗6期,1," 8,999.93 ",借呗,6期,华东,苏州,一组,苏州一组,普通员工," 8,999.93 ",2020,5,,,,
2020/5/15,1000000067,借呗6期,2," 8,000.79 ",借呗,6期,华东,苏州,二组,苏州二组,普通员工," 4,000.40 ",2020,5,,,,
2020/5/15,1000000068,借呗6期,1," 8,000.59 ",借呗,6期,华西北,重庆,一组,重庆一组,管理人员," 8,000.59 ",2020,5,,,,
2020/5/15,1000000046,借呗18期,1," 7,500.35 ",借呗,18期,华西北,成都,一组,成都一组,普通员工," 7,500.35 ",2020,5,,,,
2020/5/15,1000004256,借呗6期,1," 7,000.20 ",借呗,6期,华东,合肥,一组,合肥一组,普通员工," 7,000.20 ",2020,5,,,,
2020/5/15,1000000037,借呗12期,1," 7,000.15 ",借呗,12期,华东,杭州,二组,杭州二组,普通员工," 7,000.15 ",2020,5,,,,
2020/5/15,1000000050,借呗6期,2," 6,700.88 ",借呗,6期,华东,合肥,一组,合肥一组,普通员工," 3,350.44 ",2020,5,,,,
2020/5/15,1000000040,借呗12期,1," 6,000.30 ",借呗,12期,华西北,北京,四组,北京四组,管理人员," 6,000.30 ",2020,5,,,,
2020/5/15,1000000056,借呗12期,1," 5,000.53 ",借呗,12期,华东,上海,一组,上海一组,管理人员," 5,000.53 ",2020,5,,,,
2020/5/15,1000003989,借呗18期,1," 4,999.98 ",借呗,18期,华西北,北京,三组,北京三组,普通员工," 4,999.98 ",2020,5,,,,
2020/5/15,1000000037,借呗18期,1," 2,800.20 ",借呗,18期,华东,杭州,二组,杭州二组,普通员工," 2,800.20 ",2020,5,,,,
2020/5/16,1000003926,借呗6期,6," 96,501.76 ",借呗,6期,华南,广州,一组,广州一组,管理人员," 16,083.63 ",2020,5,,,,
2020/5/16,1000006869,借呗12期,2," 45,000.37 ",借呗,12期,华东,南京,一组,南京一组,普通员工," 22,500.19 ",2020,5,,,,
2020/5/16,1000000028,借呗12期,2," 28,500.32 ",借呗,12期,华东,杭州,二组,杭州二组,普通员工," 14,250.16 ",2020,5,,,,
2020/5/16,1000005873,借呗18期,1," 24,999.95 ",借呗,18期,华东,杭州,二组,杭州二组,管理人员," 24,999.95 ",2020,5,,,,
2020/5/16,1000006860,借呗12期,1," 20,000.67 ",借呗,12期,华东,南京,一组,南京一组,普通员工," 20,000.67 ",2020,5,,,,
2020/5/16,1000003989,借呗12期,1," 20,000.58 ",借呗,12期,华西北,北京,三组,北京三组,普通员工," 20,000.58 ",2020,5,,,,
2020/5/16,1000006867,借呗6期,1," 20,000.44 ",借呗,6期,华东,南京,一组,南京一组,普通员工," 20,000.44 ",2020,5,,,,
2020/5/16,1000000031,借呗12期,1," 20,000.40 ",借呗,12期,华东,杭州,一组,杭州一组,管理人员," 20,000.40 ",2020,5,,,,
2020/5/16,1000000031,借呗6期,1," 20,000.30 ",借呗,6期,华东,杭州,一组,杭州一组,管理人员," 20,000.30 ",2020,5,,,,
2020/5/16,1000000566,借呗18期,2," 18,000.70 ",借呗,18期,华南,广州,三组,广州三组,普通员工," 9,000.35 ",2020,5,,,,
2020/5/16,1000000029,借呗12期,2," 15,500.31 ",借呗,12期,华东,杭州,二组,杭州二组,普通员工," 7,750.16 ",2020,5,,,,
2020/5/16,1000006860,借呗6期,1," 15,000.71 ",借呗,6期,华东,南京,一组,南京一组,普通员工," 15,000.71 ",2020,5,,,,
2020/5/16,1000004170,借呗18期,1," 15,000.62 ",借呗,18期,华东,上海,二组,上海二组,管理人员," 15,000.62 ",2020,5,,,,
2020/5/16,1000004256,借呗6期,1," 15,000.34 ",借呗,6期,华东,合肥,一组,合肥一组,普通员工," 15,000.34 ",2020,5,,,,
2020/5/16,1000000029,借呗18期,1," 15,000.20 ",借呗,18期,华东,杭州,二组,杭州二组,普通员工," 15,000.20 ",2020,5,,,,
2020/5/16,1000000576,借呗12期,1," 14,000.34 ",借呗,12期,华东,苏州,三组,苏州三组,普通员工," 14,000.34 ",2020,5,,,,
2020/5/16,1000000067,借呗12期,1," 13,000.73 ",借呗,12期,华东,苏州,二组,苏州二组,普通员工," 13,000.73 ",2020,5,,,,
2020/5/16,1000000050,借呗18期,2," 12,000.52 ",借呗,18期,华东,合肥,一组,合肥一组,普通员工," 6,000.26 ",2020,5,,,,
2020/5/16,1000004170,借呗12期,1," 12,000.02 ",借呗,12期,华东,上海,二组,上海二组,管理人员," 12,000.02 ",2020,5,,,,
